Country,Code,Year,Share of the richest decile in total income or expenditure
Paraguay,PRY,1999,42.10949356
Paraguay,PRY,2001,43.07223151
Paraguay,PRY,2002,46.17147035
Paraguay,PRY,2003,44.08649444
Paraguay,PRY,2004,41.98863614
Paraguay,PRY,2005,40.44030254
Paraguay,PRY,2006,42.41199114
Paraguay,PRY,2007,42.53622011
Paraguay,PRY,2008,40.09572026
Paraguay,PRY,2009,38.05705161
Paraguay,PRY,2010,40.48570846
Paraguay,PRY,2011,41.35196602
Paraguay,PRY,2012,36.8732197
Paraguay,PRY,2013,37.29790625
Paraguay,PRY,2014,40.70246386
Paraguay,PRY,2015,36.73088389
Paraguay,PRY,2016,37.34832911
Paraguay,PRY,2017,39.07055979
Paraguay,PRY,2018,35.76137473
Paraguay,PRY,2019,35.18660846
Paraguay,PRY,2020,33.3051702
Peru,PER,1985,35.15504843
Peru,PER,1994,33.21221166
Peru,PER,1997,40.79239978
Peru,PER,1998,43.60031756
Peru,PER,1999,43.62926999
Peru,PER,2000,36.77440966
Peru,PER,2001,39.13846442
Peru,PER,2002,42.06600336
Peru,PER,2003,42.20120787
Peru,PER,2004,37.95309838
Peru,PER,2005,38.51349258
Peru,PER,2006,38.16326515
Peru,PER,2007,37.80056232
Peru,PER,2008,35.40088303
Peru,PER,2009,35.1947728
Peru,PER,2010,34.2202489
Peru,PER,2011,33.47848299
Peru,PER,2012,33.25385907
Peru,PER,2013,32.6877589
Peru,PER,2014,32.14093593
Peru,PER,2015,32.61077392
Peru,PER,2016,32.55767706
Peru,PER,2017,32.29961993
Peru,PER,2018,31.62443077
Peru,PER,2019,31.14804634
Peru,PER,2020,32.89828664
Philippines,PHL,1985,32.73485268
Philippines,PHL,1988,31.96900017
Philippines,PHL,1991,34.69503943
Philippines,PHL,1994,33.5916407
Philippines,PHL,1997,36.27033928
Philippines,PHL,2000,34.06207849
Philippines,PHL,2003,32.49649287
Philippines,PHL,2006,33.15647546
Philippines,PHL,2009,32.69212161
Philippines,PHL,2012,32.9389158
Philippines,PHL,2015,31.45244311
Philippines,PHL,2018,29.81129283
Poland,POL,1985,20.86485723
Poland,POL,1986,21.82414898
Poland,POL,1987,21.15989147
Poland,POL,1989,21.59915353
Poland,POL,1992,23.21754288
Poland,POL,1993,20.99523392
Poland,POL,1995,26.56114968
Poland,POL,1996,26.48111002
Poland,POL,1998,25.88035295
Poland,POL,1999,25.82395333
Poland,POL,2000,26.08728398
Poland,POL,2001,25.75402845
Poland,POL,2002,26.72832164
Poland,POL,2003,26.99063498
Poland,POL,2004,27.00815514
Poland,POL,2005,26.96883437
Poland,POL,2006,26.35848479
Poland,POL,2007,26.45455304
Poland,POL,2008,26.72090295
Poland,POL,2009,26.58454063
Poland,POL,2010,26.19079272
Poland,POL,2011,25.85016463
Poland,POL,2012,25.6268615
Poland,POL,2013,25.6205618
Poland,POL,2014,25.18136888
Poland,POL,2015,25.05927228
Poland,POL,2016,24.61503705
Poland,POL,2017,24.29907975
Poland,POL,2018,25.11718186
Poland,POL,2019,24.5285876
Portugal,PRT,2003,30.24864605
Portugal,PRT,2004,30.87220462
Portugal,PRT,2005,30.57785616
Portugal,PRT,2006,29.65607951
Portugal,PRT,2007,28.85293972
Portugal,PRT,2008,28.93569328
Portugal,PRT,2009,27.46365467
Portugal,PRT,2010,28.28320658
Portugal,PRT,2011,28.67927461
Portugal,PRT,2012,27.77004076
Portugal,PRT,2013,27.50753291
Portugal,PRT,2014,27.40752454
Portugal,PRT,2015,27.33475739
Portugal,PRT,2016,27.55966856
Portugal,PRT,2017,26.66378816
Portugal,PRT,2018,26.6052858
Portugal,PRT,2019,25.98185433
Romania,ROU,1989,19.21183382
Romania,ROU,1992,20.19240863
Romania,ROU,1994,22.69653104
Romania,ROU,1995,24.6546501
Romania,ROU,1997,24.3847637
Romania,ROU,1998,24.19835129
Romania,ROU,1999,23.44004577
Romania,ROU,2000,23.3064514
Romania,ROU,2001,23.24099202
Romania,ROU,2002,23.74836491
Romania,ROU,2003,23.70529405
Romania,ROU,2004,23.53854864
Romania,ROU,2005,23.51752321
Romania,ROU,2006,23.87018121
Romania,ROU,2007,23.79831793
Romania,ROU,2008,23.19537215
Romania,ROU,2009,22.11447976
Romania,ROU,2010,21.88730913
Romania,ROU,2011,21.44033293
Romania,ROU,2012,21.46303299
Romania,ROU,2013,21.60730698
Romania,ROU,2014,24.4858069
Romania,ROU,2015,24.76709762
Romania,ROU,2016,22.1948134
Romania,ROU,2017,24.87317518
Romania,ROU,2018,22.58012718
Romania,ROU,2019,24.46972113
Russia,RUS,1993,38.28529901
Russia,RUS,1996,35.55173815
Russia,RUS,1997,29.39174104
Russia,RUS,1998,28.62034618
Russia,RUS,1999,27.73528438
Russia,RUS,2000,27.62380426
Russia,RUS,2001,27.85702393
Russia,RUS,2002,28.14549708
Russia,RUS,2003,30.31960819
Russia,RUS,2004,30.49040179
Russia,RUS,2005,31.37008022
Russia,RUS,2006,31.2784481
Russia,RUS,2007,32.76964769
Russia,RUS,2008,32.4870358
Russia,RUS,2009,31.08224536
Russia,RUS,2010,30.61286462
Russia,RUS,2011,31.10608832
Russia,RUS,2012,32.16839253
Russia,RUS,2013,32.4486512
Russia,RUS,2014,31.87125176
Russia,RUS,2015,29.69136838
Russia,RUS,2016,28.61499079
Russia,RUS,2017,29.21790265
Russia,RUS,2018,29.88296475
Russia,RUS,2019,30.16583262
Russia,RUS,2020,29.02429484
Rwanda,RWA,2000,40.80334852
Rwanda,RWA,2005,43.88040297
Rwanda,RWA,2010,39.83605416
Rwanda,RWA,2013,37.93146945
Rwanda,RWA,2016,35.63444639
Rwanda - rural,,1984,24.5846182
Saint Lucia,LCA,1995,32.4802867
Saint Lucia,LCA,2016,38.62278936
Samoa,WSM,2002,32.50674233
Samoa,WSM,2008,34.08938481
Samoa,WSM,2013,31.28358182
Sao Tome and Principe,STP,2000,24.54988331
Sao Tome and Principe,STP,2010,24.1789804
Sao Tome and Principe,STP,2017,32.86628737
Senegal,SEN,1991,42.81530005
Senegal,SEN,1994,33.89434652
Senegal,SEN,2001,33.44485895
Senegal,SEN,2005,30.04721686
Senegal,SEN,2011,31.04611823
Senegal,SEN,2018,30.51485472
Serbia,SRB,2002,26.24180341
Serbia,SRB,2003,26.00385796
Serbia,SRB,2004,27.89110037
Serbia,SRB,2005,28.76184312
Serbia,SRB,2006,23.76720937
Serbia,SRB,2007,23.21689182
Serbia,SRB,2008,22.48660701
Serbia,SRB,2009,22.49218567
Serbia,SRB,2010,22.99374397
Serbia,SRB,2012,28.66496417
Serbia,SRB,2013,23.02726053
Serbia,SRB,2014,28.62126773
Serbia,SRB,2015,23.13563537
Serbia,SRB,2016,27.31980687
Serbia,SRB,2017,25.55852092
Serbia,SRB,2018,24.03867644
Serbia,SRB,2019,22.82722212
Seychelles,SYC,1999,34.00560033
Seychelles,SYC,2006,33.74736255
Seychelles,SYC,2013,39.884393
Seychelles,SYC,2018,23.94854297
Sierra Leone,SLE,2003,32.02410868
Sierra Leone,SLE,2011,26.91370848
Sierra Leone,SLE,2018,29.39868199
Slovakia,SVK,1992,18.60699256
Slovakia,SVK,1996,21.42452529
Slovakia,SVK,2004,24.25482916
Slovakia,SVK,2005,24.59106565
Slovakia,SVK,2006,23.71702985
Slovakia,SVK,2007,24.10552427
Slovakia,SVK,2008,23.2562963
Slovakia,SVK,2009,22.41168556
Slovakia,SVK,2010,21.8585793
Slovakia,SVK,2011,20.96267966
Slovakia,SVK,2012,20.50264691
Slovakia,SVK,2013,22.16521182
Slovakia,SVK,2014,20.27913675
Slovakia,SVK,2015,20.94116366
Slovakia,SVK,2016,19.91485936
Slovakia,SVK,2017,18.44994054
Slovakia,SVK,2018,19.55337902
Slovakia,SVK,2019,18.81612408
Slovenia,SVN,1987,20.40051079
Slovenia,SVN,1993,24.47729335
Slovenia,SVN,1997,20.24559285
Slovenia,SVN,1998,23.04071539
Slovenia,SVN,1999,20.25650049
Slovenia,SVN,2002,23.07595077
Slovenia,SVN,2003,23.74419439
Slovenia,SVN,2004,20.64561566
Slovenia,SVN,2005,20.58223861
Slovenia,SVN,2006,20.36004803
Slovenia,SVN,2007,20.38709835
Slovenia,SVN,2008,20.13538002
Slovenia,SVN,2009,20.62291417
Slovenia,SVN,2010,20.73619214
Slovenia,SVN,2011,20.76452894
Slovenia,SVN,2012,21.07356693
Slovenia,SVN,2013,21.4068692
Slovenia,SVN,2014,21.16996717
Slovenia,SVN,2015,21.05658359
Slovenia,SVN,2016,20.63375745
Slovenia,SVN,2017,20.44039454
Slovenia,SVN,2018,20.98089876
Slovenia,SVN,2019,20.74377702
Solomon Islands,SLB,2005,35.74661576
Solomon Islands,SLB,2012,29.24633431
South Africa,ZAF,1993,46.65974564
South Africa,ZAF,2000,44.93052911
South Africa,ZAF,2005,54.22975835
South Africa,ZAF,2008,51.26437628
South Africa,ZAF,2010,51.26033597
South Africa,ZAF,2014,50.49895281
South Korea,KOR,2006,24.00327454
South Korea,KOR,2008,24.45065815
South Korea,KOR,2010,24.17835337
South Korea,KOR,2012,23.75603008
South Korea,KOR,2014,23.63703419
South Korea,KOR,2016,24.02583374
South Sudan,SSD,2009,33.20374011
Spain,ESP,1980,26.2792181
Spain,ESP,1985,26.7258907
Spain,ESP,1990,24.84783064
Spain,ESP,1995,27.46075074
Spain,ESP,2000,26.26615476
Spain,ESP,2003,23.96860902
Spain,ESP,2004,24.85212902
Spain,ESP,2005,24.28939751
Spain,ESP,2006,24.9166528
Spain,ESP,2007,25.56156081
Spain,ESP,2008,25.59064133
Spain,ESP,2009,25.90166
Spain,ESP,2010,26.04264447
Spain,ESP,2011,25.91922239
Spain,ESP,2012,25.78650715
Spain,ESP,2013,25.93064479
Spain,ESP,2014,26.0027435
Spain,ESP,2015,26.23365915
Spain,ESP,2016,25.84769848
Spain,ESP,2017,25.40719671
Spain,ESP,2018,25.33922796
Spain,ESP,2019,24.880827
Sri Lanka,LKA,1985,26.41642231
Sri Lanka,LKA,1990,27.48982476
Sri Lanka,LKA,1995,28.97121183
Sri Lanka,LKA,2002,32.69037526
Sri Lanka,LKA,2006,32.32776008
Sri Lanka,LKA,2009,29.61858001
Sri Lanka,LKA,2012,31.92858978
Sri Lanka,LKA,2016,32.56268442
Sudan,SDN,2009,26.68682404
Sudan,SDN,2014,27.77737206
Suriname - urban,,1999,42.11351417
Sweden,SWE,1967,23.48251905
Sweden,SWE,1975,19.44617215
Sweden,SWE,1981,18.28802958
Sweden,SWE,1987,18.9638786
Sweden,SWE,1992,20.05359882
Sweden,SWE,1995,20.04370396
Sweden,SWE,2000,22.12029298
Sweden,SWE,2003,20.14189156
Sweden,SWE,2004,21.08206585
Sweden,SWE,2005,21.06243276
Sweden,SWE,2006,21.13876544
Sweden,SWE,2007,21.65039589
Sweden,SWE,2008,22.36665012
Sweden,SWE,2009,21.45257058
Sweden,SWE,2010,21.81374553
Sweden,SWE,2011,21.57013864
Sweden,SWE,2012,21.60387078
Sweden,SWE,2013,22.23128486
Sweden,SWE,2014,22.1917509
Sweden,SWE,2015,22.88693043
Sweden,SWE,2016,23.25712841
Sweden,SWE,2017,22.32860517
Sweden,SWE,2018,22.90932028
Sweden,SWE,2019,22.73775031
Switzerland,CHE,1982,28.56106416
Switzerland,CHE,1992,26.35564624
Switzerland,CHE,2000,25.90916755
Switzerland,CHE,2002,24.09284511
Switzerland,CHE,2006,26.03634051
Switzerland,CHE,2007,26.71588819
Switzerland,CHE,2008,26.30848449
Switzerland,CHE,2009,25.6664047
Switzerland,CHE,2010,25.43464719
Switzerland,CHE,2011,24.65219863
Switzerland,CHE,2012,25.00831791
Switzerland,CHE,2013,25.52033741
Switzerland,CHE,2014,25.53685682
Switzerland,CHE,2015,25.24407805
Switzerland,CHE,2016,25.83099714
Switzerland,CHE,2017,25.54796474
Switzerland,CHE,2018,25.78742243
Syria,SYR,1996,28.60386618
Syria,SYR,2003,29.94679251
Taiwan,TWN,1981,24.28667786
Taiwan,TWN,1986,24.3689487
Taiwan,TWN,1991,24.18019544
Taiwan,TWN,1995,24.60475774
Taiwan,TWN,1997,24.54194894
Taiwan,TWN,2000,24.83317049
Taiwan,TWN,2005,25.57348022
Taiwan,TWN,2007,25.28871629
Taiwan,TWN,2010,25.84981052
Taiwan,TWN,2013,25.76938563
Taiwan,TWN,2016,25.12497515
Tajikistan,TJK,1999,23.34681173
Tajikistan,TJK,2003,25.61882652
Tajikistan,TJK,2004,26.56847447
Tajikistan,TJK,2007,25.12289601
Tajikistan,TJK,2009,24.12948607
Tajikistan,TJK,2015,26.39294316
Tanzania,TZA,1991,27.12108119
Tanzania,TZA,2000,28.94181668
Tanzania,TZA,2007,31.92273564
Tanzania,TZA,2011,30.95164202
Tanzania,TZA,2018,33.12075786
Thailand,THA,1981,35.50780918
Thailand,THA,1988,35.32851945
Thailand,THA,1990,36.36217677
Thailand,THA,1992,38.64938075
Thailand,THA,1994,34.88896679
Thailand,THA,1996,34.27697405
Thailand,THA,1998,32.31338033
Thailand,THA,1999,34.06312986
Thailand,THA,2000,33.6877459
Thailand,THA,2002,33.17715713
Thailand,THA,2004,33.78971663
Thailand,THA,2006,32.48851794
Thailand,THA,2007,30.83602255
Thailand,THA,2008,31.13423828
Thailand,THA,2009,30.60277794
Thailand,THA,2010,30.71686385
Thailand,THA,2011,29.90149432
Thailand,THA,2012,30.42985632
Thailand,THA,2013,29.22679378
Thailand,THA,2014,28.67958496
Thailand,THA,2015,28.39726562
Thailand,THA,2016,28.9169387
Thailand,THA,2017,28.42626992
Thailand,THA,2018,28.14873252
Thailand,THA,2019,27.21669531
Thailand,THA,2020,27.01213169
Timor,TLS,2001,28.20888333
Timor,TLS,2007,22.88081165
Timor,TLS,2014,23.98532101
Togo,TGO,2006,32.64200686
Togo,TGO,2011,34.5313554
Togo,TGO,2015,31.56357197
Togo,TGO,2018,32.88085175
Tonga,TON,2000,28.29110695
Tonga,TON,2009,28.92843776
Tonga,TON,2015,29.73517853
Trinidad and Tobago,TTO,1988,31.14383214
Trinidad and Tobago,TTO,1992,29.88623438
Tunisia,TUN,1985,34.08427037
Tunisia,TUN,1990,30.69411137
Tunisia,TUN,1995,31.74940973
Tunisia,TUN,2000,31.56528627
Tunisia,TUN,2005,29.07524712
Tunisia,TUN,2010,27.02743266
Tunisia,TUN,2015,25.57188378
Turkey,TUR,1987,35.1316989
Turkey,TUR,1994,31.95953456
Turkey,TUR,2002,31.85955618
Turkey,TUR,2003,32.40597025
Turkey,TUR,2004,30.83167332
Turkey,TUR,2005,32.76411853
Turkey,TUR,2006,29.56495878
Turkey,TUR,2007,28.23252981
Turkey,TUR,2008,29.44124857
Turkey,TUR,2009,29.20931147
Turkey,TUR,2010,29.29889544
Turkey,TUR,2011,30.49967659
Turkey,TUR,2012,30.50446949
Turkey,TUR,2013,30.57926683
Turkey,TUR,2014,31.60513846
Turkey,TUR,2015,33.45910735
Turkey,TUR,2016,32.08926431
Turkey,TUR,2017,31.91112916
Turkey,TUR,2018,32.62392452
Turkey,TUR,2019,31.6170241
Turkmenistan,TKM,1998,31.52212229
Tuvalu,TUV,2010,30.77859032
Uganda,UGA,1989,33.6963814
Uganda,UGA,1992,33.52091215
Uganda,UGA,1996,31.3411054
Uganda,UGA,1999,34.8944029
Uganda,UGA,2002,37.46615875
Uganda,UGA,2005,34.5271787
Uganda,UGA,2009,36.44272987
Uganda,UGA,2012,32.87115931
Uganda,UGA,2016,34.21103756
Uganda,UGA,2019,34.51216803
Ukraine,UKR,1992,22.85483513
Ukraine,UKR,1993,23.15940995
Ukraine,UKR,1995,30.39890082
Ukraine,UKR,1996,27.57194484
Ukraine,UKR,1999,23.19786812
Ukraine,UKR,2002,23.1684224
Ukraine,UKR,2003,23.3450398
Ukraine,UKR,2004,23.13255001
Ukraine,UKR,2005,23.16819171
Ukraine,UKR,2006,24.10663477
Ukraine,UKR,2007,22.0458832
Ukraine,UKR,2008,21.90212165
Ukraine,UKR,2009,21.15335341
Ukraine,UKR,2010,20.98329238
Ukraine,UKR,2011,20.74978474
Ukraine,UKR,2012,20.77301044
Ukraine,UKR,2013,21.07486706
Ukraine,UKR,2014,20.57094423
Ukraine,UKR,2015,21.58766368
Ukraine,UKR,2016,21.20504506
Ukraine,UKR,2017,21.68463573
Ukraine,UKR,2018,22.01096968
Ukraine,UKR,2019,22.33609421
Ukraine,UKR,2020,21.76691505
United Arab Emirates,ARE,2013,21.43531546
United Kingdom,GBR,1969,26.06856829
United Kingdom,GBR,1974,23.87547817
United Kingdom,GBR,1979,22.37805227
United Kingdom,GBR,1986,24.44325455
United Kingdom,GBR,1991,27.1076194
United Kingdom,GBR,1994,27.84024465
United Kingdom,GBR,1995,27.30360754
United Kingdom,GBR,1996,27.20929874
United Kingdom,GBR,1997,27.56929046
United Kingdom,GBR,1998,28.51897022
United Kingdom,GBR,1999,28.70197595
United Kingdom,GBR,2000,31.93804797
United Kingdom,GBR,2001,30.15570898
United Kingdom,GBR,2002,28.24761835
United Kingdom,GBR,2003,27.95418869
United Kingdom,GBR,2004,27.7707983
United Kingdom,GBR,2005,26.11041195
United Kingdom,GBR,2006,26.73674687
United Kingdom,GBR,2007,27.96857189
United Kingdom,GBR,2008,26.37738357
United Kingdom,GBR,2009,26.5454052
United Kingdom,GBR,2010,26.77568409
United Kingdom,GBR,2011,25.34038392
United Kingdom,GBR,2012,24.60305192
United Kingdom,GBR,2013,25.27369897
United Kingdom,GBR,2014,26.15239733
United Kingdom,GBR,2015,25.40735427
United Kingdom,GBR,2016,26.84322433
United Kingdom,GBR,2017,26.66813056
United States,USA,1974,26.02059284
United States,USA,1979,25.26881604
United States,USA,1986,26.72286564
United States,USA,1991,27.49539776
United States,USA,1992,27.7139543
United States,USA,1993,29.68183624
United States,USA,1994,29.59746893
United States,USA,1995,29.68425468
United States,USA,1996,30.02835735
United States,USA,1997,30.36322709
United States,USA,1998,29.74125615
United States,USA,1999,29.87104985
United States,USA,2000,30.25037476
United States,USA,2001,30.62178407
United States,USA,2002,30.084108
United States,USA,2003,30.21201894
United States,USA,2004,30.09114296
United States,USA,2005,30.77717729
United States,USA,2006,31.1539423
United States,USA,2007,30.39644565
United States,USA,2008,30.30481088
United States,USA,2009,30.36142039
United States,USA,2010,29.26024911
United States,USA,2011,30.17942307
United States,USA,2012,30.23564262
United States,USA,2013,30.01309234
United States,USA,2014,30.65241345
United States,USA,2015,30.49541757
United States,USA,2016,30.4203687
United States,USA,2017,30.25882597
United States,USA,2018,30.74962695
United States,USA,2019,30.77204637
Uruguay,URY,2006,35.03589696
Uruguay,URY,2007,35.42893885
Uruguay,URY,2008,34.2832038
Uruguay,URY,2009,34.55886986
Uruguay,URY,2010,33.60510618
Uruguay,URY,2011,31.62165137
Uruguay,URY,2012,29.23665666
Uruguay,URY,2013,30.05139237
Uruguay,URY,2014,29.80609788
Uruguay,URY,2015,29.81963648
Uruguay,URY,2016,29.63113754
Uruguay,URY,2017,29.63869747
Uruguay,URY,2018,29.6790408
Uruguay,URY,2019,29.68692096
Uruguay,URY,2020,29.88086103
Uruguay - urban,,1981,33.31595197
Uruguay - urban,,1989,32.22919939
Uruguay - urban,,1992,31.38345389
Uruguay - urban,,1995,30.52373822
Uruguay - urban,,1996,30.35951731
Uruguay - urban,,1997,31.17483376
Uruguay - urban,,1998,31.73530963
Uruguay - urban,,2000,32.19768394
Uruguay - urban,,2001,33.73006073
Uruguay - urban,,2002,34.21112104
Uruguay - urban,,2003,34.28100817
Uruguay - urban,,2004,34.67834359
Uruguay - urban,,2005,33.60421757
Uzbekistan,UZB,1998,32.6698106
Uzbekistan,UZB,2000,28.56139412
Uzbekistan,UZB,2002,27.37018806
Uzbekistan,UZB,2003,28.33367271
Vanuatu,VUT,2010,29.12757697
Vanuatu,VUT,2019,24.72878475
Venezuela,VEN,1981,43.44848508
Venezuela,VEN,1987,40.77731225
Venezuela,VEN,1989,32.48978889
Venezuela,VEN,1992,31.59899572
Venezuela,VEN,1995,35.57956088
Venezuela,VEN,1998,35.78182178
Venezuela,VEN,1999,35.98522498
Venezuela,VEN,2001,35.26872395
Venezuela,VEN,2002,36.22658551
Venezuela,VEN,2003,35.10292657
Venezuela,VEN,2004,34.67439594
Venezuela,VEN,2005,36.43311892
Venezuela,VEN,2006,33.18656956
Vietnam,VNM,1992,28.63911965
Vietnam,VNM,1997,29.0526807
Vietnam,VNM,2002,29.84658562
Vietnam,VNM,2004,28.77159804
Vietnam,VNM,2006,27.72311452
Vietnam,VNM,2008,28.0323993
Vietnam,VNM,2010,30.87298388
Vietnam,VNM,2012,27.69024476
Vietnam,VNM,2014,26.84189772
Vietnam,VNM,2016,27.11811106
Vietnam,VNM,2018,27.461965
Yemen,YEM,1998,26.82937822
Yemen,YEM,2005,28.63652239
Yemen,YEM,2014,29.43562494
Zambia,ZMB,1991,42.93146069
Zambia,ZMB,1993,39.28040958
Zambia,ZMB,1996,37.32990528
Zambia,ZMB,1998,38.15975723
Zambia,ZMB,2002,33.72056486
Zambia,ZMB,2004,42.66792252
Zambia,ZMB,2006,43.16186213
Zambia,ZMB,2010,45.23262375
Zambia,ZMB,2015,44.3808936
Zimbabwe,ZWE,2011,33.83012609
Zimbabwe,ZWE,2017,34.80777892
